City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
515,Sabang,PH,11/4/2019 8:05,13.8,121.11,84.99,83,52,3,broken clouds,0,0
516,Samfya,ZM,11/4/2019 8:05,-11.37,29.56,93.49,20,0,8.5,clear sky,0,0
517,Kununurra,AU,11/4/2019 8:05,-15.77,128.74,89.6,46,75,18.34,broken clouds,0,0
518,Cairns,AU,11/4/2019 8:02,-16.92,145.77,80.6,65,89,10.29,overcast clouds,0,0
519,Burnie,AU,11/4/2019 8:05,-41.05,145.91,52,53,37,8.01,scattered clouds,0,0
520,Neryungri,RU,11/4/2019 8:05,56.66,124.71,9.68,94,100,11.52,snow,0,2.19
521,Smolensk,RU,11/4/2019 8:05,54.79,32.05,51.46,88,100,13.27,overcast clouds,0,0
522,Saint-Pie,CA,11/4/2019 8:05,45.5,-72.91,37.4,94,90,12.75,overcast clouds,0,0
523,Chalisgaon,IN,11/4/2019 8:05,20.46,75,85.55,53,84,6.46,broken clouds,0,0
524,Calvinia,ZA,11/4/2019 8:05,-31.47,19.78,75.2,31,0,16.11,clear sky,0,0
525,Matara,BI,11/4/2019 8:05,-3.48,29.48,80.6,61,20,8.23,few clouds,0,0
526,Coquimbo,CL,11/4/2019 8:05,-29.95,-71.34,57.2,76,58,3.36,broken clouds,0,0
527,Tarakan,ID,11/4/2019 8:05,3.3,117.63,83.64,71,100,5.17,overcast clouds,0,0
528,Kysyl-Syr,RU,11/4/2019 8:05,63.9,122.77,6.85,96,99,4.61,overcast clouds,0,0
529,Ergani,TR,11/4/2019 8:05,38.27,39.76,59,50,20,3.36,few clouds,0,0
530,Iquique,CL,11/4/2019 8:05,-20.22,-70.14,64.4,72,90,4.7,overcast clouds,0,0
531,Tromso,NO,11/4/2019 8:05,69.65,18.96,30.2,92,75,9.17,broken clouds,0,0
532,Qinhuangdao,CN,11/4/2019 8:05,39.94,119.59,48.94,40,0,3.89,clear sky,0,0
533,Cam Ranh,VN,11/4/2019 8:05,11.92,109.15,82.4,83,75,4.7,broken clouds,0,0
534,Shimanovsk,RU,11/4/2019 8:05,52,127.67,25.25,88,100,10.09,overcast clouds,0,0
535,Kologriv,RU,11/4/2019 8:05,58.83,44.31,37.31,97,100,11.45,moderate rain,3.31,0
536,Llandrindod Wells,GB,11/4/2019 8:05,52.24,-3.38,46.99,96,63,3.65,light rain,0.38,0
